Elecció;Any;Districte;Secció;NUM_ELECTORS;NUM_VOTANTS;VOTS_BLANCS;VOTS_NULS;VOTS_CANDIDATURES;Participació;PSC;% PSC;CiU / Junts;% CiU / Junts;ERC;% ERC;PP;% PP;ICV / Comuns;% ICV / Comuns;Cs;% Cs;CUP;% CUP;VOX;% VOX;PxC;% PxC;Reagrupament;% Reagrupament;SI;% SI;Aliança;% Aliança;PACMA;% PACMA;Unió;% Unió;JxSí;% JxSí;Altres;% Altres
Parlament;2015;1;20;1014;873;4;2;867;86.09%;85;9.74%;;;;;53;6.07%;53;6.07%;127;14.55%;67;7.67%;;;;;;;;;;;2;0.23%;17;1.95%;462;52.92%;1;0.10%
Parlament;2015;1;21;1080;869;9;2;858;80.46%;100;11.51%;;;;;60;6.90%;65;7.48%;179;20.60%;70;8.06%;;;;;;;;;;;11;1.27%;15;1.73%;357;41.08%;1;0.09%
Parlament;2015;1;22;1398;1187;5;8;1174;84.91%;91;7.67%;;;;;64;5.39%;72;6.07%;172;14.49%;103;8.68%;;;;;;;;;;;2;0.17%;45;3.79%;619;52.15%;6;0.43%
Parlament;2015;1;23;953;852;2;5;845;89.40%;85;9.98%;;;;;58;6.81%;43;5.05%;139;16.31%;83;9.74%;;;;;;;;;;;5;0.59%;27;3.17%;401;47.07%;4;0.42%
Parlament;2015;1;24;634;564;1;0;563;88.96%;12;2.13%;;;;;25;4.43%;30;5.32%;45;7.98%;61;10.82%;;;;;;;;;;;2;0.35%;22;3.90%;364;64.54%;2;0.32%
Parlament;2015;2;1;1067;768;5;3;760;71.98%;184;23.96%;;;;;101;13.15%;100;13.02%;174;22.66%;30;3.91%;;;;;;;;;;;7;0.91%;17;2.21%;145;18.88%;2;0.19%
Parlament;2015;2;2;498;287;1;4;282;57.63%;59;20.56%;;;;;41;14.29%;44;15.33%;70;24.39%;13;4.53%;;;;;;;;;;;6;2.09%;4;1.39%;43;14.98%;2;0.40%
Parlament;2015;2;3;808;553;3;1;549;68.44%;154;27.85%;;;;;62;11.21%;60;10.85%;160;28.93%;16;2.89%;;;;;;;;;;;6;1.08%;9;1.63%;77;13.92%;5;0.62%
Parlament;2015;2;4;695;461;1;0;460;66.33%;118;25.60%;;;;;50;10.85%;55;11.93%;159;34.49%;15;3.25%;;;;;;;;;;;6;1.30%;8;1.74%;48;10.41%;1;0.14%
Parlament;2015;2;5;824;572;3;7;562;69.42%;155;27.10%;;;;;51;8.92%;66;11.54%;171;29.90%;13;2.27%;;;;;;;;;;;4;0.70%;5;0.87%;91;15.91%;6;0.73%
Parlament;2015;2;6;728;526;4;3;519;72.25%;98;18.63%;;;;;63;11.98%;69;13.12%;146;27.76%;26;4.94%;;;;;;;;;;;6;1.14%;7;1.33%;101;19.20%;3;0.41%
Parlament;2015;2;8;697;491;2;11;478;70.44%;115;23.42%;;;;;47;9.57%;69;14.05%;147;29.94%;20;4.07%;;;;;;;;;;;12;2.44%;5;1.02%;59;12.02%;4;0.57%
Parlament;2015;2;9;1073;764;6;3;755;71.20%;178;23.30%;;;;;77;10.08%;118;15.45%;186;24.35%;35;4.58%;;;;;;;;;;;8;1.05%;18;2.36%;126;16.49%;9;0.84%
Parlament;2015;2;11;802;565;2;2;561;70.45%;84;14.87%;;;;;59;10.44%;104;18.41%;199;35.22%;25;4.42%;;;;;;;;;;;5;0.88%;7;1.24%;74;13.10%;4;0.50%
Parlament;2015;2;12;678;428;1;3;424;63.13%;100;23.36%;;;;;42;9.81%;74;17.29%;103;24.07%;14;3.27%;;;;;;;;;;;8;1.87%;4;0.93%;75;17.52%;4;0.59%
Parlament;2015;2;14;1406;1071;5;6;1060;76.17%;147;13.73%;;;;;71;6.63%;166;15.50%;341;31.84%;83;7.75%;;;;;;;;;;;15;1.40%;18;1.68%;212;19.79%;7;0.50%
Parlament;2015;2;15;588;348;1;0;347;59.18%;118;33.91%;;;;;52;14.94%;51;14.66%;97;27.87%;4;1.15%;;;;;;;;;;;4;1.15%;3;0.86%;15;4.31%;3;0.51%
Parlament;2015;2;16;1292;1006;9;1;996;77.86%;126;12.52%;;;;;56;5.57%;164;16.30%;324;32.21%;65;6.46%;;;;;;;;;;;22;2.19%;18;1.79%;211;20.97%;10;0.77%
Parlament;2015;2;17;1254;889;7;3;879;70.89%;147;16.54%;;;;;60;6.75%;147;16.54%;279;31.38%;62;6.97%;;;;;;;;;;;21;2.36%;7;0.79%;146;16.42%;10;0.80%
Parlament;2015;3;1;1314;1026;3;3;1020;78.08%;144;14.04%;;;;;59;5.75%;114;11.11%;197;19.20%;76;7.41%;;;;;;;;;;;7;0.68%;28;2.73%;393;38.30%;2;0.15%
Parlament;2015;3;2;1073;855;5;1;849;79.68%;117;13.68%;;;;;61;7.13%;106;12.40%;191;22.34%;59;6.90%;;;;;;;;;;;9;1.05%;15;1.75%;287;33.57%;4;0.37%
Parlament;2015;3;3;1176;873;2;3;868;74.23%;152;17.41%;;;;;80;9.16%;117;13.40%;228;26.12%;49;5.61%;;;;;;;;;;;7;0.80%;9;1.03%;224;25.66%;2;0.17%
Parlament;2015;3;4;931;661;3;0;658;71.00%;106;16.04%;;;;;54;8.17%;96;14.52%;188;28.44%;50;7.56%;;;;;;;;;;;3;0.45%;6;0.91%;151;22.84%;4;0.43%
Parlament;2015;3;5;1531;1202;7;2;1193;78.51%;149;12.40%;;;;;59;4.91%;101;8.40%;182;15.14%;136;11.31%;;;;;;;;;;;18;1.50%;27;2.25%;515;42.85%;6;0.39%
Parlament;2015;3;6;1444;1185;5;0;1180;82.06%;100;8.44%;;;;;49;4.14%;100;8.44%;186;15.70%;108;9.11%;;;;;;;;;;;12;1.01%;37;3.12%;583;49.20%;5;0.35%
Parlament;2015;3;7;1640;1330;16;0;1314;81.10%;127;9.55%;;;;;69;5.19%;131;9.85%;240;18.05%;115;8.65%;;;;;;;;;;;8;0.60%;25;1.88%;593;44.59%;6;0.37%
Parlament;2015;3;8;1565;1120;5;7;1108;71.57%;343;30.63%;;;;;100;8.93%;184;16.43%;261;23.30%;46;4.11%;;;;;;;;;;;13;1.16%;17;1.52%;134;11.96%;10;0.64%
Parlament;2015;3;9;1939;1539;10;5;1524;79.37%;209;13.58%;;;;;83;5.39%;202;13.13%;354;23.00%;132;8.58%;;;;;;;;;;;24;1.56%;40;2.60%;475;30.86%;5;0.26%
Parlament;2015;3;10;1527;1142;5;11;1126;74.79%;307;26.88%;;;;;100;8.76%;176;15.41%;387;33.89%;29;2.54%;;;;;;;;;;;11;0.96%;6;0.53%;101;8.84%;9;0.59%
Parlament;2015;3;11;1152;703;6;4;693;61.02%;173;24.61%;;;;;51;7.25%;88;12.52%;260;36.98%;19;2.70%;;;;;;;;;;;9;1.28%;10;1.42%;79;11.24%;4;0.35%
Parlament;2015;3;12;1749;1334;9;8;1317;76.27%;255;19.12%;;;;;177;13.27%;162;12.14%;447;33.51%;53;3.97%;;;;;;;;;;;10;0.75%;20;1.50%;186;13.94%;7;0.40%
Parlament;2015;3;14;1110;736;0;5;731;66.31%;159;21.60%;;;;;91;12.36%;70;9.51%;175;23.78%;47;6.39%;;;;;;;;;;;5;0.68%;15;2.04%;163;22.15%;6;0.54%
Parlament;2015;3;15;948;738;0;8;730;77.85%;150;20.33%;;;;;67;9.08%;87;11.79%;174;23.58%;43;5.83%;;;;;;;;;;;12;1.63%;9;1.22%;184;24.93%;4;0.42%
Parlament;2015;3;16;646;448;4;1;443;69.35%;130;29.02%;;;;;56;12.50%;64;14.29%;129;28.79%;14;3.13%;;;;;;;;;;;4;0.89%;7;1.56%;33;7.37%;6;0.93%
Parlament;2015;3;17;883;599;3;2;594;67.84%;153;25.54%;;;;;63;10.52%;86;14.36%;204;34.06%;17;2.84%;;;;;;;;;;;6;1.00%;4;0.67%;58;9.68%;3;0.34%
Parlament;2015;3;18;748;596;7;3;586;79.68%;131;21.98%;;;;;46;7.72%;104;17.45%;182;30.54%;16;2.68%;;;;;;;;;;;8;1.34%;12;2.01%;76;12.75%;11;1.47%
Parlament;2015;3;19;909;624;4;5;615;68.65%;165;26.44%;;;;;67;10.74%;68;10.90%;191;30.61%;23;3.69%;;;;;;;;;;;5;0.80%;8;1.28%;86;13.78%;2;0.22%
Parlament;2015;3;20;1183;880;7;4;869;74.39%;143;16.25%;;;;;62;7.05%;122;13.86%;184;20.91%;58;6.59%;;;;;;;;;;;10;1.14%;20;2.27%;263;29.89%;7;0.59%
Parlament;2015;4;1;1123;941;5;3;933;83.79%;51;5.42%;;;;;64;6.80%;52;5.53%;93;9.88%;80;8.50%;;;;;;;;;;;7;0.74%;26;2.76%;557;59.19%;3;0.27%
Parlament;2015;4;2;1106;912;3;4;905;82.46%;48;5.26%;;;;;36;3.95%;37;4.06%;86;9.43%;88;9.65%;;;;;;;;;;;2;0.22%;33;3.62%;572;62.72%;3;0.27%
Parlament;2015;4;3;1235;977;7;4;966;79.11%;98;10.03%;;;;;59;6.04%;72;7.37%;100;10.24%;95;9.72%;;;;;;;;;;;11;1.13%;28;2.87%;500;51.18%;3;0.24%
Parlament;2015;4;4;1116;907;3;3;901;81.27%;112;12.35%;;;;;56;6.17%;85;9.37%;160;17.64%;80;8.82%;;;;;;;;;;;7;0.77%;14;1.54%;383;42.23%;4;0.36%
Parlament;2015;4;5;1267;949;9;1;939;74.90%;114;12.01%;;;;;43;4.53%;99;10.43%;185;19.49%;80;8.43%;;;;;;;;;;;8;0.84%;19;2.00%;385;40.57%;6;0.47%
Parlament;2015;4;6;1404;1087;6;4;1077;77.42%;176;16.19%;;;;;94;8.65%;135;12.42%;274;25.21%;85;7.82%;;;;;;;;;;;10;0.92%;16;1.47%;281;25.85%;6;0.43%
Parlament;2015;4;7;1882;1359;4;4;1351;72.21%;235;17.29%;;;;;110;8.09%;169;12.44%;372;27.37%;79;5.81%;;;;;;;;;;;26;1.91%;21;1.55%;332;24.43%;7;0.37%
Parlament;2015;4;8;947;718;6;3;709;75.82%;108;15.04%;;;;;49;6.82%;105;14.62%;198;27.58%;43;5.99%;;;;;;;;;;;11;1.53%;9;1.25%;179;24.93%;7;0.74%
Parlament;2015;4;9;744;545;3;3;539;73.25%;109;20.00%;;;;;68;12.48%;78;14.31%;159;29.17%;13;2.39%;;;;;;;;;;;8;1.47%;5;0.92%;88;16.15%;11;1.48%
Parlament;2015;4;10;734;483;2;1;480;65.80%;128;26.50%;;;;;48;9.94%;78;16.15%;109;22.57%;22;4.55%;;;;;;;;;;;1;0.21%;5;1.04%;84;17.39%;5;0.68%
Parlament;2015;4;12;990;782;2;2;778;78.99%;101;12.92%;;;;;68;8.70%;92;11.76%;136;17.39%;85;10.87%;;;;;;;;;;;7;0.90%;16;2.05%;270;34.53%;3;0.30%
Parlament;2015;4;13;1185;970;1;3;966;81.86%;93;9.59%;;;;;50;5.15%;94;9.69%;125;12.89%;99;10.21%;;;;;;;;;;;9;0.93%;25;2.58%;469;48.35%;2;0.17%
Parlament;2015;4;14;959;839;4;1;834;87.49%;51;6.08%;;;;;45;5.36%;28;3.34%;96;11.44%;66;7.87%;;;;;;;;;;;2;0.24%;36;4.29%;510;60.79%;0;0.00%
Parlament;2015;4;15;846;703;4;1;698;83.10%;41;5.83%;;;;;48;6.83%;14;1.99%;50;7.11%;57;8.11%;;;;;;;;;;;2;0.28%;37;5.26%;449;63.87%;0;0.00%
Parlament;2015;4;16;946;791;4;2;785;83.62%;33;4.17%;;;;;53;6.70%;37;4.68%;69;8.72%;85;10.75%;;;;;;;;;;;4;0.51%;41;5.18%;462;58.41%;1;0.11%
Parlament;2015;4;17;1120;960;3;0;957;85.71%;61;6.35%;;;;;54;5.63%;73;7.60%;114;11.88%;83;8.65%;;;;;;;;;;;7;0.73%;25;2.60%;537;55.94%;3;0.27%
Parlament;2015;4;18;1853;1498;5;5;1488;80.84%;173;11.55%;;;;;92;6.14%;125;8.34%;262;17.49%;124;8.28%;;;;;;;;;;;16;1.07%;29;1.94%;661;44.13%;6;0.32%
Parlament;2015;4;19;891;664;3;2;659;74.52%;81;12.20%;;;;;53;7.98%;94;14.16%;167;25.15%;52;7.83%;;;;;;;;;;;3;0.45%;13;1.96%;192;28.92%;4;0.45%
Parlament;2015;4;20;548;342;4;1;337;62.41%;117;34.21%;;;;;35;10.23%;36;10.53%;92;26.90%;13;3.80%;;;;;;;;;;;3;0.88%;2;0.58%;32;9.36%;7;1.28%
Parlament;2015;4;21;768;546;3;0;543;71.09%;118;21.61%;;;;;63;11.54%;79;14.47%;141;25.82%;35;6.41%;;;;;;;;;;;7;1.28%;5;0.92%;93;17.03%;2;0.26%
Parlament;2015;4;22;1571;1233;6;4;1223;78.49%;196;15.90%;;;;;77;6.24%;165;13.38%;410;33.25%;53;4.30%;;;;;;;;;;;19;1.54%;23;1.87%;270;21.90%;10;0.64%
Parlament;2015;4;23;1518;1211;13;7;1191;79.78%;198;16.35%;;;;;76;6.28%;195;16.10%;346;28.57%;66;5.45%;;;;;;;;;;;12;0.99%;16;1.32%;269;22.21%;13;0.86%
Parlament;2015;4;24;1515;1142;6;3;1133;75.38%;155;13.57%;;;;;103;9.02%;160;14.01%;361;31.61%;79;6.92%;;;;;;;;;;;15;1.31%;14;1.23%;239;20.93%;7;0.46%
Parlament;2015;4;25;888;662;2;0;660;74.55%;102;15.41%;;;;;64;9.67%;91;13.75%;127;19.18%;38;5.74%;;;;;;;;;;;6;0.91%;12;1.81%;219;33.08%;1;0.11%
Parlament;2015;4;26;1043;843;5;2;836;80.82%;59;7.00%;;;;;43;5.10%;31;3.68%;89;10.56%;80;9.49%;;;;;;;;;;;5;0.59%;29;3.44%;500;59.31%;0;0.00%
Parlament;2015;5;1;1522;1234;3;1;1230;81.08%;150;12.16%;;;;;91;7.37%;119;9.64%;309;25.04%;83;6.73%;;;;;;;;;;;12;0.97%;36;2.92%;421;34.12%;9;0.59%
Parlament;2015;5;2;1118;831;0;8;823;74.33%;173;20.82%;;;;;99;11.91%;128;15.40%;231;27.80%;45;5.42%;;;;;;;;;;;13;1.56%;10;1.20%;117;14.08%;7;0.63%
Parlament;2015;5;3;1485;1160;4;4;1152;78.11%;102;8.79%;;;;;84;7.24%;106;9.14%;204;17.59%;78;6.72%;;;;;;;;;;;17;1.47%;21;1.81%;536;46.21%;4;0.27%
Parlament;2015;5;4;1174;954;3;5;946;81.26%;103;10.80%;;;;;60;6.29%;86;9.01%;162;16.98%;87;9.12%;;;;;;;;;;;5;0.52%;27;2.83%;414;43.40%;2;0.17%
Parlament;2015;5;5;777;604;2;0;602;77.73%;67;11.09%;;;;;28;4.64%;59;9.77%;86;14.24%;60;9.93%;;;;;;;;;;;6;0.99%;18;2.98%;276;45.70%;2;0.26%
Parlament;2015;5;6;1553;1268;5;3;1260;81.65%;126;9.94%;;;;;55;4.34%;92;7.26%;193;15.22%;94;7.41%;;;;;;;;;;;11;0.87%;34;2.68%;653;51.50%;2;0.13%
Parlament;2015;5;7;883;744;4;2;738;84.26%;67;9.01%;;;;;19;2.55%;55;7.39%;105;14.11%;85;11.42%;;;;;;;;;;;0;0.00%;28;3.76%;377;50.67%;2;0.23%
Parlament;2015;5;8;1430;1148;8;4;1136;80.28%;127;11.06%;;;;;68;5.92%;94;8.19%;173;15.07%;101;8.80%;;;;;;;;;;;5;0.44%;26;2.26%;539;46.95%;3;0.21%
Parlament;2015;5;9;1354;1131;4;2;1125;83.53%;182;16.09%;;;;;84;7.43%;130;11.49%;229;20.25%;81;7.16%;;;;;;;;;;;5;0.44%;19;1.68%;392;34.66%;3;0.22%
Parlament;2015;5;10;1438;1066;3;2;1061;74.13%;268;25.14%;;;;;116;10.88%;145;13.60%;300;28.14%;35;3.28%;;;;;;;;;;;13;1.22%;8;0.75%;169;15.85%;7;0.49%
Parlament;2015;5;11;1466;1187;3;5;1179;80.97%;169;14.24%;;;;;98;8.26%;122;10.28%;268;22.58%;94;7.92%;;;;;;;;;;;6;0.51%;39;3.29%;378;31.84%;5;0.34%
Parlament;2015;5;12;585;454;2;2;450;77.61%;86;18.94%;;;;;22;4.85%;40;8.81%;114;25.11%;29;6.39%;;;;;;;;;;;5;1.10%;11;2.42%;136;29.96%;7;1.20%
Parlament;2015;5;13;1167;839;2;1;836;71.89%;154;18.36%;;;;;56;6.67%;134;15.97%;240;28.61%;54;6.44%;;;;;;;;;;;9;1.07%;7;0.83%;175;20.86%;7;0.60%
Parlament;2015;5;14;1580;1221;3;4;1214;77.28%;231;18.92%;;;;;101;8.27%;164;13.43%;328;26.86%;71;5.81%;;;;;;;;;;;14;1.15%;20;1.64%;276;22.60%;9;0.57%
Parlament;2015;5;15;1475;1044;5;8;1031;70.78%;235;22.51%;;;;;77;7.38%;139;13.31%;265;25.38%;65;6.23%;;;;;;;;;;;8;0.77%;19;1.82%;207;19.83%;16;1.08%
Parlament;2015;5;16;1910;1429;6;7;1416;74.82%;255;17.84%;;;;;120;8.40%;206;14.42%;392;27.43%;74;5.18%;;;;;;;;;;;17;1.19%;28;1.96%;315;22.04%;9;0.47%
Parlament;2015;5;17;1273;1044;8;1;1035;82.01%;128;12.26%;;;;;46;4.41%;160;15.33%;277;26.53%;69;6.61%;;;;;;;;;;;4;0.38%;20;1.92%;329;31.51%;2;0.16%
Parlament;2015;5;18;979;760;7;3;750;77.63%;152;20.00%;;;;;90;11.84%;126;16.58%;188;24.74%;34;4.47%;;;;;;;;;;;9;1.18%;16;2.11%;133;17.50%;2;0.20%
Parlament;2015;5;19;837;672;4;1;667;80.29%;69;10.27%;;;;;24;3.57%;84;12.50%;164;24.40%;55;8.18%;;;;;;;;;;;6;0.89%;10;1.49%;247;36.76%;8;0.96%
Parlament;2015;5;20;1186;966;6;3;957;81.45%;107;11.08%;;;;;40;4.14%;95;9.83%;162;16.77%;111;11.49%;;;;;;;;;;;7;0.72%;31;3.21%;401;41.51%;3;0.25%
Parlament;2015;5;21;1411;1137;9;1;1127;80.58%;176;15.48%;;;;;106;9.32%;139;12.23%;228;20.05%;86;7.56%;;;;;;;;;;;9;0.79%;24;2.11%;357;31.40%;2;0.14%
Parlament;2015;5;22;549;424;0;0;424;77.23%;69;16.27%;;;;;41;9.67%;43;10.14%;92;21.70%;36;8.49%;;;;;;;;;;;7;1.65%;11;2.59%;122;28.77%;3;0.55%
Parlament;2015;5;23;1279;1048;11;3;1034;81.94%;107;10.21%;;;;;36;3.44%;89;8.49%;144;13.74%;107;10.21%;;;;;;;;;;;3;0.29%;24;2.29%;521;49.71%;3;0.23%
Parlament;2015;5;24;1157;903;2;3;898;78.05%;117;12.96%;;;;;51;5.65%;119;13.18%;217;24.03%;66;7.31%;;;;;;;;;;;11;1.22%;27;2.99%;287;31.78%;3;0.26%
Parlament;2015;5;25;867;703;6;3;694;81.08%;123;17.50%;;;;;47;6.69%;96;13.66%;181;25.75%;40;5.69%;;;;;;;;;;;4;0.57%;17;2.42%;182;25.89%;4;0.46%
Parlament;2015;5;26;998;847;1;4;842;84.87%;76;8.97%;;;;;61;7.20%;71;8.38%;146;17.24%;57;6.73%;;;;;;;;;;;2;0.24%;24;2.83%;402;47.46%;3;0.30%
Parlament;2015;5;27;953;782;8;1;773;82.06%;83;10.61%;;;;;34;4.35%;68;8.70%;151;19.31%;75;9.59%;;;;;;;;;;;9;1.15%;18;2.30%;332;42.46%;3;0.31%
Parlament;2015;5;28;883;711;7;1;703;80.52%;124;17.44%;;;;;38;5.34%;118;16.60%;206;28.97%;52;7.31%;;;;;;;;;;;3;0.42%;17;2.39%;141;19.83%;4;0.45%
Parlament;2015;5;29;858;698;3;1;694;81.35%;94;13.47%;;;;;31;4.44%;97;13.90%;196;28.08%;48;6.88%;;;;;;;;;;;10;1.43%;16;2.29%;197;28.22%;5;0.58%
Parlament;2015;6;1;876;680;3;5;672;77.63%;197;28.97%;;;;;64;9.41%;83;12.21%;167;24.56%;27;3.97%;;;;;;;;;;;8;1.18%;6;0.88%;112;16.47%;8;0.91%
Parlament;2015;6;2;1169;838;3;3;832;71.69%;149;17.78%;;;;;60;7.16%;113;13.48%;221;26.37%;51;6.09%;;;;;;;;;;;12;1.43%;10;1.19%;213;25.42%;3;0.26%
Parlament;2015;6;3;1464;1073;6;3;1064;73.29%;213;19.85%;;;;;119;11.09%;143;13.33%;304;28.33%;68;6.34%;;;;;;;;;;;11;1.03%;18;1.68%;181;16.87%;7;0.48%
Parlament;2015;6;4;860;591;3;3;585;68.72%;114;19.29%;;;;;74;12.52%;59;9.98%;134;22.67%;45;7.61%;;;;;;;;;;;11;1.86%;11;1.86%;135;22.84%;2;0.23%
Parlament;2015;6;5;1094;784;2;2;780;71.66%;133;16.96%;;;;;55;7.02%;135;17.22%;212;27.04%;55;7.02%;;;;;;;;;;;7;0.89%;14;1.79%;158;20.15%;11;1.01%
Parlament;2015;6;6;1107;829;5;2;822;74.89%;124;14.96%;;;;;58;7.00%;135;16.28%;319;38.48%;47;5.67%;;;;;;;;;;;19;2.29%;9;1.09%;104;12.55%;7;0.63%
Parlament;2015;6;8;1627;1280;12;3;1265;78.67%;176;13.75%;;;;;75;5.86%;147;11.48%;274;21.41%;109;8.52%;;;;;;;;;;;5;0.39%;33;2.58%;441;34.45%;5;0.31%
Parlament;2015;6;9;862;665;6;0;659;77.15%;140;21.05%;;;;;50;7.52%;82;12.33%;180;27.07%;52;7.82%;;;;;;;;;;;3;0.45%;11;1.65%;138;20.75%;3;0.35%
Parlament;2015;6;10;1570;1236;1;10;1225;78.73%;246;19.90%;;;;;87;7.04%;168;13.59%;371;30.02%;87;7.04%;;;;;;;;;;;9;0.73%;16;1.29%;239;19.34%;2;0.13%
Parlament;2015;6;11;1273;845;6;5;834;66.38%;172;20.36%;;;;;83;9.82%;131;15.50%;246;29.11%;43;5.09%;;;;;;;;;;;8;0.95%;13;1.54%;125;14.79%;13;1.02%
Parlament;2015;6;12;923;671;6;6;659;72.70%;143;21.31%;;;;;71;10.58%;83;12.37%;150;22.35%;51;7.60%;;;;;;;;;;;6;0.89%;10;1.49%;145;21.61%;0;0.00%
Parlament;2015;6;13;712;529;1;1;527;74.30%;122;23.06%;;;;;52;9.83%;87;16.45%;159;30.06%;32;6.05%;;;;;;;;;;;5;0.95%;5;0.95%;56;10.59%;9;1.26%
Parlament;2015;6;14;717;478;5;0;473;66.67%;123;25.73%;;;;;58;12.13%;63;13.18%;113;23.64%;26;5.44%;;;;;;;;;;;4;0.84%;10;2.09%;71;14.85%;5;0.70%
Parlament;2015;6;16;1136;756;4;3;749;66.55%;138;18.25%;;;;;69;9.13%;113;14.95%;189;25.00%;53;7.01%;;;;;;;;;;;10;1.32%;23;3.04%;151;19.97%;3;0.26%
Parlament;2015;6;18;923;627;3;3;621;67.93%;176;28.07%;;;;;79;12.60%;90;14.35%;169;26.95%;19;3.03%;;;;;;;;;;;4;0.64%;3;0.48%;73;11.64%;8;0.87%
Parlament;2015;6;20;1169;752;10;1;741;64.33%;197;26.20%;;;;;85;11.30%;105;13.96%;206;27.39%;39;5.19%;;;;;;;;;;;10;1.33%;4;0.53%;91;12.10%;4;0.34%
Parlament;2015;6;23;1005;720;4;2;714;71.64%;137;19.03%;;;;;59;8.19%;111;15.42%;258;35.83%;32;4.44%;;;;;;;;;;;4;0.56%;21;2.92%;87;12.08%;5;0.50%
Parlament;2015;6;24;1804;1371;16;4;1351;76.00%;240;17.51%;;;;;98;7.15%;236;17.21%;453;33.04%;77;5.62%;;;;;;;;;;;15;1.09%;24;1.75%;194;14.15%;14;0.78%
Parlament;2015;6;25;1383;1025;9;2;1014;74.11%;186;18.15%;;;;;99;9.66%;158;15.41%;316;30.83%;49;4.78%;;;;;;;;;;;12;1.17%;16;1.56%;168;16.39%;10;0.72%
Parlament;2015;6;26;1205;908;2;3;903;75.35%;189;20.81%;;;;;67;7.38%;136;14.98%;287;31.61%;54;5.95%;;;;;;;;;;;12;1.32%;10;1.10%;140;15.42%;8;0.66%
Parlament;2015;6;27;973;695;6;3;686;71.43%;202;29.06%;;;;;56;8.06%;92;13.24%;220;31.65%;13;1.87%;;;;;;;;;;;10;1.44%;6;0.86%;82;11.80%;5;0.51%
Parlament;2015;6;28;1190;950;4;2;944;79.83%;189;19.89%;;;;;71;7.47%;174;18.32%;308;32.42%;50;5.26%;;;;;;;;;;;7;0.74%;11;1.16%;130;13.68%;4;0.34%
Parlament;2015;6;29;774;597;1;0;596;77.13%;103;17.25%;;;;;47;7.87%;98;16.42%;220;36.85%;38;6.37%;;;;;;;;;;;7;1.17%;5;0.84%;72;12.06%;6;0.78%
Parlament;2015;6;30;545;418;3;1;414;76.70%;70;16.75%;;;;;18;4.31%;76;18.18%;143;34.21%;28;6.70%;;;;;;;;;;;2;0.48%;8;1.91%;66;15.79%;3;0.55%
Parlament;2015;6;31;742;522;1;3;518;70.35%;105;20.11%;;;;;36;6.90%;84;16.09%;156;29.89%;39;7.47%;;;;;;;;;;;3;0.57%;16;3.07%;77;14.75%;2;0.27%
Parlament;2015;6;32;541;426;6;1;419;78.74%;58;13.62%;;;;;29;6.81%;70;16.43%;159;37.32%;22;5.16%;;;;;;;;;;;6;1.41%;4;0.94%;68;15.96%;3;0.55%
Parlament;2015;6;33;1010;813;6;2;805;80.50%;103;12.67%;;;;;42;5.17%;114;14.02%;253;31.12%;49;6.03%;;;;;;;;;;;14;1.72%;22;2.71%;205;25.22%;3;0.30%
Parlament;2017;1;1;1061;930;6;3;921;87.65%;58;;443;;202;;31;;26;;104;;53;;;;;;;;;;;;4;;;;;;0;0.00%
Parlament;2017;1;2;1101;934;12;6;916;84.83%;57;;336;;257;;36;;46;;120;;59;;;;;;;;;;;;4;;;;;;1;0.11%
Parlament;2017;1;4;1526;1360;8;0;1352;89.12%;87;;475;;366;;38;;77;;192;;107;;;;;;;;;;;;8;;;;;;2;0.15%
Parlament;2017;1;5;972;864;2;3;859;88.89%;56;;311;;198;;27;;55;;147;;61;;;;;;;;;;;;3;;;;;;1;0.12%
Parlament;2017;1;6;1173;1032;6;6;1020;87.98%;64;;414;;251;;40;;37;;153;;59;;;;;;;;;;;;1;;;;;;1;0.10%
Parlament;2017;1;7;1373;1198;6;1;1191;87.25%;89;;451;;263;;58;;45;;198;;71;;;;;;;;;;;;14;;;;;;2;0.17%
Parlament;2017;1;8;1913;1680;9;9;1662;87.82%;118;;673;;406;;42;;103;;226;;81;;;;;;;;;;;;11;;;;;;2;0.12%
Parlament;2017;1;9;1052;905;2;0;903;86.03%;42;;350;;226;;28;;42;;134;;77;;;;;;;;;;;;2;;;;;;2;0.22%
Parlament;2017;1;10;963;862;4;0;858;89.51%;84;;277;;259;;10;;55;;124;;47;;;;;;;;;;;;1;;;;;;1;0.12%
Parlament;2017;1;11;908;767;4;0;763;84.47%;122;;133;;167;;22;;58;;208;;41;;;;;;;;;;;;8;;;;;;4;0.52%
Parlament;2017;1;12;1101;909;5;4;900;82.56%;120;;183;;234;;25;;103;;200;;29;;;;;;;;;;;;5;;;;;;1;0.11%
Parlament;2017;1;13;627;512;4;1;507;81.66%;107;;35;;82;;19;;58;;180;;15;;;;;;;;;;;;10;;;;;;1;0.20%
Parlament;2017;1;14;1590;1277;2;4;1271;80.31%;216;;170;;234;;52;;108;;425;;39;;;;;;;;;;;;17;;;;;;10;0.78%
Parlament;2017;1;15;902;746;4;3;739;82.71%;127;;142;;147;;23;;85;;179;;25;;;;;;;;;;;;11;;;;;;0;0.00%
Parlament;2017;1;16;1846;1567;10;11;1546;84.89%;169;;419;;381;;49;;105;;330;;73;;;;;;;;;;;;17;;;;;;3;0.19%
Parlament;2017;1;17;1641;1420;5;1;1414;86.53%;137;;495;;394;;38;;83;;182;;74;;;;;;;;;;;;5;;;;;;6;0.42%
